feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
3.5515,5.1274,4.9514,3.6155,2.8203,3.8929,3.8106,-1.965
2.6157,2.489,0.5514,1.2863,0.9896,2.0677,6.0345,4.2822
2.62,1.9666,2.3983,4.5281,0.5407,1.0973,4.1864,3.5023
1.614,5.3964,3.6643,1.3022,0.2876,6.0212,1.1693,-0.3826
0.4783,1.6598,3.8099,2.103,3.0649,1.7129,3.8509,1.1519
3.0881,0.745,0.1892,5.032,5.3438,2.3071,1.1588,1.5834
2.4668,0.3594,1.411,0.9643,1.7478,5.233,5.8647,0.9007
0.7422,1.4537,4.8891,0.3218,0.796,1.6833,3.9112,4.22
1.1753,5.2681,1.3972,3.6708,0.4367,2.1971,5.1539,0.2985
4.7054,1.4476,5.7884,4.7137,3.5095,1.1397,3.2524,1.0813
3.8558,5.725,2.1089,1.5292,3.6041,1.8672,5.8872,-0.9428
1.3748,1.2481,3.6314,3.5633,5.9662,1.7984,4.6003,1.3461
0.6478,0.7609,5.7184,2.2502,0.7262,5.0332,0.9471,-0.3823
4.1351,1.4601,2.3878,5.4721,4.8826,4.4015,1.7065,-2.567
1.4963,5.0338,6.0677,4.1945,2.0043,1.5437,0.0918,-0.5634
0.2102,5.0963,5.7152,5.6938,2.3035,3.5408,1.2941,-2.3143
3.0777,5.7974,0.0554,2.6553,4.526,2.5854,4.352,1.0055
6.1744,3.1269,4.1707,5.8984,5.3272,1.7245,3.4076,1.4623
1.5518,1.0624,2.7586,6.0665,5.6638,2.0351,4.4775,3.1403
1.7264,4.8992,2.5272,5.6996,1.7809,0.2322,1.7729,-0.615
3.2714,5.3868,5.1328,4.838,6.2607,5.0573,0.5082,-1.4803
0.195,3.7108,2.0564,5.5137,0.1514,4.7888,5.7138,-1.9816
2.7269,0.9472,0.9781,0.8329,3.4256,4.1893,2.0265,0.4546
5.5958,4.8031,6.2296,4.9543,0.1409,6.2537,4.745,-0.0179
5.3073,2.688,0.4136,4.4942,1.6839,2.3293,6.2212,1.0216
3.3753,4.7108,1.9289,3.6758,2.7592,3.7581,6.2063,-3.3905
2.2346,2.0523,1.5405,0.1376,3.0583,4.403,3.1761,1.5065
1.8115,1.4751,0.128,2.538,1.6089,5.6262,0.1411,1.2871
6.042,2.6141,2.2178,3.21,4.2833,5.3269,3.9364,-1.9545
2.1268,2.0469,4.2511,4.8034,2.2615,2.7181,3.1975,2.2416
4.1369,4.4292,1.0403,1.5096,4.7418,0.6864,5.5359,0.2484
0.2538,1.6307,1.0174,3.1496,3.5776,1.7873,3.4237,0.9977
0.498,3.3258,5.3831,2.1223,0.7107,4.4643,4.8843,0.4657
5.0873,3.0463,3.3213,4.422,4.7684,4.2013,3.2499,-2.2475
1.7348,2.3455,6.1794,4.095,2.0998,2.9803,4.5584,2.2028
5.3287,4.556,2.2345,2.0737,6.1057,1.9171,0.2437,-1.2615
4.2067,4.4456,0.8279,5.6134,2.598,5.724,3.0974,-0.5165
0.3017,3.0588,0.808,2.8214,0.2144,4.8804,4.1183,1.4813
0.7385,4.7862,4.9323,0.7342,5.1605,1.8364,1.204,-0.1329
0.9702,0.7093,0.589,1.2793,4.1013,2.6132,0.2892,-0.1137
5.1844,4.8046,5.823,5.4053,2.1561,4.3104,5.4265,-2.0213
2.0069,3.0467,6.09,3.3088,2.8244,1.7448,4.4874,1.9962
2.5668,0.4393,2.6882,0.6482,0.5686,4.243,4.2467,2.749
0.6292,1.2259,2.4588,1.4263,0.7149,4.9775,5.5862,0.4946
1.2242,2.8376,3.9352,6.1073,5.873,2.6367,0.8022,0.5393
1.8666,3.5078,4.0668,0.6837,2.8032,0.3185,0.0428,1.2379
2.1019,1.7004,5.3336,0.8186,4.2497,0.5229,4.4436,3.8128
3.7069,3.9191,1.9192,4.0571,5.9082,6.1353,3.4426,-0.0287
0.6354,0.5288,2.1423,4.0182,3.7056,5.3065,4.5907,-3.1613
1.3548,6.0709,2.2601,3.9286,2.9701,1.8834,1.4982,-2.8503
5.3457,5.6922,1.2452,3.4466,0.4114,2.9418,6.1869,-2.0804
2.6449,2.5811,3.1144,1.0055,2.5895,6.1596,5.3461,0.9784
1.8685,4.7503,0.3053,5.4995,2.2935,0.6873,4.7035,1.9182
0.5725,3.1156,1.8189,5.7541,2.2602,1.4443,5.9877,0.0364
3.8195,5.4969,4.0108,4.067,3.3605,4.484,3.4464,-3.6489
0.2595,5.9337,0.4844,0.4713,1.3912,4.232,0.4298,-1.2058
1.9249,3.682,4.2156,2.294,5.4181,4.0782,2.9776,0.215
5.1556,0.1849,0.6982,4.3651,4.1608,2.2104,2.1053,-2.157
2.0823,1.8624,2.1515,0.3248,2.2607,5.8459,6.2491,0.4582
4.6003,1.1534,3.2547,0.8854,1.8278,2.5236,2.0375,1.1239
2.3962,0.6947,0.248,4.5701,1.9624,4.1634,2.5579,0.7906
0.7607,5.8789,3.9749,5.9419,4.6291,3.0572,5.3292,-1.6514
4.6335,3.6692,2.3073,1.6859,5.0209,5.2602,5.7109,-1.8111
4.1081,0.6492,5.118,5.1211,1.8397,0.3996,4.5753,2.5642
2.9364,2.1357,4.6785,5.8528,4.9205,1.5823,6.2569,3.054
3.6538,1.7412,4.8888,3.4012,2.9753,5.8143,1.7878,-0.953
2.596,6.1413,2.0341,4.4605,1.2179,3.117,4.7862,0.4392
3.6887,3.96,5.6819,5.564,4.9089,0.4569,3.0967,2.5888
6.085,3.7769,0.1085,4.7028,1.9565,5.676,0.5839,-2.1196
3.0865,6.221,0.7556,0.9127,4.3006,3.444,0.1712,-0.4643
1.518,2.6554,0.4729,1.9738,2.3958,1.2629,0.6739,2.5797
5.3876,0.9973,1.1106,5.5133,3.1561,2.0275,5.7862,-0.4137
0.2026,2.1043,2.6014,4.678,3.7395,0.8575,0.8716,-1.9773
5.6857,5.9408,5.8936,3.6016,4.613,5.9218,4.3475,-2.0336
5.7329,2.8873,4.2386,4.1371,4.0123,3.6552,5.9603,-4.0001
3.1095,2.9928,1.4752,5.4212,0.0949,4.2713,4.5903,2.4668
2.0946,0.9475,2.9167,4.3001,2.7742,1.0894,1.5807,-1.379
4.899,4.6303,5.815,3.7346,2.8298,2.7963,5.5817,-2.3263
2.6725,4.0805,2.7296,3.1696,4.0673,5.4134,1.9749,-3.7375
3.1174,1.6707,4.6388,3.2729,1.5973,6.1595,4.7273,1.77
0.9765,2.2195,3.967,3.9837,4.552,2.3169,2.9926,0.4313
2.2865,0.6181,0.7164,3.0902,4.0049,1.2017,5.9925,0.4066
3.7378,6.0931,3.84,4.9377,2.9922,1.0003,0.2018,-2.1607
2.757,6.181,4.2961,4.156,2.7503,1.4529,5.6326,-0.5864
5.8996,4.7897,5.502,4.0515,0.0361,1.3973,6.2285,-0.5231
5.5635,2.8006,0.3411,6.0386,5.8069,5.9393,3.7851,2.7226
4.3114,5.3427,4.5232,1.8281,1.2893,6.1029,6.1117,-0.6856
4.8903,0.4159,0.6388,1.8612,4.6844,2.9103,2.4516,-0.5202
2.754,1.4727,1.7157,2.8275,3.2252,5.9453,5.228,-0.1575
4.1939,6.0385,0.3283,3.8532,4.278,1.0607,5.7628,-1.3903
3.4697,2.0039,5.8915,3.541,3.235,3.4874,1.8143,-0.0293
3.2752,1.3309,2.5566,3.6356,3.6492,3.7517,0.3861,-2.8813
3.9958,3.0929,4.9729,4.1889,2.6939,1.2236,3.2607,1.0005
4.5398,4.1336,4.474,3.6156,5.5752,0.9977,5.0192,0.1407
2.6974,2.4792,5.3662,1.6132,4.4635,0.5633,2.0343,3.4221
0.3561,3.3101,0.7815,3.4703,3.6364,2.5552,2.6175,-1.4803
2.5107,4.4505,1.385,1.7794,0.0946,2.561,4.6745,2.9055
2.9743,4.714,0.7758,4.9054,1.5402,4.5667,3.1487,0.3316
4.7758,5.0988,1.1366,4.5509,2.106,0.7214,2.1725,-2.3018
0.4171,5.7405,2.111,0.2216,3.3664,5.9796,3.2963,-1.1113
5.442,6.2734,0.4191,2.1713,4.7598,3.8862,2.7066,-1.4243
5.4749,6.033,2.3642,0.5787,4.8635,1.2026,5.6569,-1.4656
4.8063,3.86,4.2671,2.9596,3.1043,0.8096,5.2465,-1.9432
2.8319,1.0657,4.4332,2.3336,3.604,2.9176,5.6341,0.0635
3.0261,1.8268,3.7045,3.4411,1.161,2.8237,4.3532,2.0876
5.5946,3.3992,3.1374,2.7039,1.3116,6.0209,1.6944,-1.9771
1.4001,0.051,4.6736,0.4342,2.6254,1.4773,3.5956,2.4171
2.5941,1.4114,6.1903,3.7266,0.4337,1.4128,4.1438,5.1867
5.7502,3.8119,5.6992,1.5781,3.3811,2.7634,0.4031,-0.5553
0.5779,1.0502,4.2883,4.6671,4.3759,3.7411,4.1073,-1.0643
0.8267,3.6481,2.5943,3.0175,4.7054,1.7527,5.9291,-2.5106
1.0088,0.2446,1.1043,5.3525,3.1504,0.0193,0.5539,-1.4609
4.1407,1.5772,3.1846,6.1624,1.3644,4.0487,6.0423,0.0657
2.5162,3.2614,0.1583,2.1681,3.3779,1.5243,3.6982,3.3114
2.1577,0.3916,2.2661,5.1261,1.7525,1.4633,3.1417,1.9763
5.8046,5.0656,5.0382,4.0393,3.7273,3.0279,2.2236,-3.7297
4.1749,0.8607,5.2238,0.8713,5.5632,4.6737,1.7626,0.3197
4.8574,1.7275,4.4082,0.5252,0.4916,4.4785,2.9887,1.8797
1.0267,5.19,1.3729,3.8272,5.6596,2.2169,6.132,-1.7676
0.4416,3.8059,0.8321,1.2189,2.901,2.9018,5.4888,0.1868
5.6513,5.7806,5.0751,3.5288,1.8205,0.1259,2.9295,-1.5771
0.0352,1.2349,4.1003,1.2047,4.1121,4.2959,2.577,-2.1157
4.3052,5.06,5.7906,4.1489,3.1374,2.4665,1.5453,-1.8342
4.4981,3.9341,1.4751,6.0658,4.043,5.2708,0.4344,-2.6661
1.0056,6.0006,2.2634,1.7039,6.1199,1.7094,4.3809,2.1482
1.6942,4.0838,3.4688,2.6726,2.334,3.7236,5.1203,-1.2063
5.4757,2.5104,4.601,5.6521,2.8208,0.4536,5.6957,-0.1494
3.2053,3.4375,5.3408,4.8963,3.4978,1.9766,0.9491,0.5209
0.8649,4.8536,6.2287,5.3795,4.3693,3.2582,0.3006,-2.3029
5.6164,5.3194,5.9414,2.6398,3.7318,2.9388,2.0327,-2.8982
5.3672,5.3869,2.8825,6.0276,4.5685,3.084,5.7333,-2.8396
3.2244,5.9939,4.7119,3.5017,6.1303,3.168,6.066,-1.2915
3.3414,5.8881,3.6535,1.4667,1.3297,1.269,1.7859,1.3453
4.9958,0.7579,1.191,5.0964,3.933,3.2259,1.0392,-3.0387
5.1736,1.9033,1.9538,3.619,5.3281,1.4784,1.1189,-1.5355
4.7535,0.6881,6.1657,2.4785,4.1055,5.6749,3.3063,-0.7397
2.8456,4.3475,4.7832,5.8184,1.1973,3.3875,0.5597,0.5962
3.0654,1.1067,0.2776,5.3749,2.5984,1.4562,1.4073,2.74
2.3407,0.0982,5.237,0.4852,4.168,4.0036,0.1486,0.1471
1.6485,3.2518,4.4088,2.5075,4.6767,5.2022,1.617,-1.1615
0.9449,2.8856,4.0458,0.9302,5.4363,2.6484,1.5063,1.186
4.1643,5.552,3.6973,2.3501,5.8704,0.0687,0.1733,-2.3197
3.3116,5.2811,5.3291,1.7981,4.0783,1.721,2.2195,1.1999
3.395,2.0501,0.3824,0.9404,0.927,1.105,3.0238,5.7961
3.7676,0.196,2.8191,4.6623,2.4262,1.1659,0.8197,-2.4148
5.2079,0.2804,5.0848,3.9742,4.8446,3.4167,4.7486,-1.541
0.3776,1.0424,3.3825,1.2625,5.809,4.7525,5.7588,-1.5277
3.3228,5.0187,3.4142,2.7629,0.9588,5.3594,5.7891,-1.9131
6.1481,0.5545,2.0658,5.5653,0.6206,0.2446,5.046,0.6139
2.2343,4.1068,0.215,5.9813,5.9458,2.8789,4.6512,3.5402
1.6386,5.2658,5.8186,2.5564,1.5581,4.6049,2.3921,-0.0373
4.5555,3.5349,4.747,3.2353,2.3002,0.9513,4.859,1.0522
2.8014,5.0329,4.4637,1.6087,3.3666,6.2129,3.8373,0.6522
2.5983,2.467,3.6425,2.055,4.6758,2.2604,0.631,0.8092
2.343,0.6721,5.6094,5.2852,0.6215,2.6865,3.2512,4.1002
1.8686,2.9634,0.7752,5.1102,2.7691,4.7549,1.5579,0.3113
3.5227,5.4951,5.1331,1.8233,4.0394,3.5723,4.3223,-0.7392
3.2027,2.8994,2.4938,2.4316,5.2467,5.2087,5.8603,-0.6037
4.9713,0.8694,0.184,1.4393,3.1713,5.1484,5.7607,-0.9751
0.3412,1.9648,1.6451,5.2421,4.4489,5.8243,3.019,-0.5621
5.8674,4.642,5.8055,0.2909,2.5019,4.807,5.0455,-0.6221
0.8046,1.2833,0.2526,4.3479,4.0805,3.3897,5.2774,-0.9464
3.0485,4.1841,4.2268,4.2598,1.5046,4.5396,1.1967,-1.6443
4.9512,5.0242,4.9773,3.3202,2.3699,2.7869,0.1756,-2.9537
3.7189,5.0245,1.0744,2.2924,4.7674,3.0921,4.8603,-0.4629
3.1858,0.3459,3.1251,0.2668,4.8027,4.0588,1.2232,-1.6582
0.9787,5.7386,5.0933,0.6187,0.4021,3.0506,6.1143,0.8533
3.52,2.3133,5.6594,3.1423,1.0636,4.0591,4.5472,1.9623
4.8102,5.6079,4.531,0.6235,2.6591,4.427,0.784,-2.0225
3.5454,0.1861,1.9056,0.1729,4.5906,3.9446,0.6321,-1.7436
5.2965,3.1724,4.2667,3.78,3.9124,4.9803,6.2649,-3.5723
1.1886,3.3433,4.6257,5.5845,2.529,1.2665,2.9281,1.7558
1.4167,2.3906,2.1641,5.2346,3.8399,0.0866,3.0347,0.3713
4.1338,2.344,0.0824,2.3035,0.401,3.2327,0.6675,1.5499
0.1514,6.0038,0.5003,5.71,3.4099,5.6698,0.1592,-2.1098
2.2224,2.0769,0.1671,5.2591,2.8097,5.0749,1.5696,0.5589
5.5288,5.2695,1.5082,1.157,6.2493,3.3708,6.1115,-1.9925
1.4109,2.1832,2.8021,2.1956,1.8599,2.7524,3.454,1.9082
4.1856,0.9263,1.1668,1.0555,4.4853,5.2048,5.9707,-0.3657
0.3908,5.0741,5.0774,4.1962,4.2705,3.4294,4.685,-2.5653
0.5048,1.9033,3.5361,3.8441,0.1923,0.3283,4.0524,0.5806
0.7391,6.2314,0.8353,5.009,0.7978,2.8357,0.4509,-0.6067
4.7553,3.1995,0.2965,2.9314,5.97,6.2723,2.2734,1.1619
1.3152,1.1262,3.4247,3.8069,1.732,1.8557,5.3693,0.284
3.2402,4.6066,3.8486,2.7147,4.2813,1.3688,4.2534,0.5236
4.0347,4.3388,0.0362,2.2908,1.5865,2.905,4.972,1.1372
1.49,3.2775,1.8921,1.5118,4.0629,3.7646,2.3081,-0.6057
3.1545,3.0306,2.2027,5.3718,2.2017,5.0518,4.4633,1.1072
3.0016,1.7437,6.0666,4.6607,1.5131,5.4396,1.44,0.7138
1.313,5.4254,0.8677,2.3103,4.2202,2.6974,3.399,-0.1078
4.9908,4.3333,1.1374,2.7783,5.0094,2.5617,0.2075,-2.7724
4.5507,5.7727,1.3491,4.1538,0.1682,3.7964,1.2906,-2.8785
2.3164,4.1692,3.3141,2.4346,3.665,5.999,0.9629,-2.8598
2.134,2.1566,5.0702,2.6679,2.042,3.197,3.3088,3.2939
1.8626,5.5203,0.7561,4.4144,0.4381,5.5455,5.5768,0.4735
3.2773,4.9698,2.8304,3.6367,2.9618,5.1852,2.0929,-4.3443
3.4161,5.2389,5.1958,0.0437,1.3049,1.0551,2.5474,2.1776
3.2678,0.365,3.5008,0.421,0.1856,2.865,4.5731,2.9535
5.0427,4.6842,4.32,3.6732,4.2517,5.3447,5.5804,-4.3337
5.6295,1.9273,1.6011,3.6694,4.0389,5.4428,5.7967,-3.3407
0.9884,4.5982,0.8358,1.6184,1.9215,2.0589,5.4131,0.663
0.6271,1.7928,1.6508,4.2031,5.1491,4.9815,2.7979,-0.4346
5.5908,0.6169,0.6384,1.7464,3.4193,4.6856,3.2107,-1.2765
3.3367,6.1759,1.0867,6.2451,3.4261,3.2178,3.3054,0.8705
2.9742,0.5753,2.2228,5.7683,4.3703,2.5099,0.5229,-1.2599
4.1974,6.0183,3.6864,0.4425,0.1203,3.2279,2.2113,0.171
5.6136,0.1397,3.0657,2.0157,1.7474,3.2393,3.6757,-1.7577
1.28,5.0759,1.7875,2.5656,5.2257,4.6412,0.7346,-3.3279
1.8324,4.1045,5.2335,6.2137,5.8681,0.1461,0.2794,1.6847
1.7024,5.3544,2.0458,3.3299,4.0144,1.3228,5.4493,-1.132
4.1402,1.3607,6.0867,1.3266,3.3836,5.9429,0.7566,0.2788
4.4867,3.851,0.0268,4.7597,3.261,5.5209,5.574,-1.7491
2.1536,5.8514,3.8861,0.2761,2.4088,3.8175,5.853,-0.465
5.1178,4.6645,0.4288,2.0837,5.7463,4.7187,5.6752,-1.5978
1.3194,0.2333,5.9386,1.0276,4.1764,6.1287,2.4366,1.6763
0.6263,2.2725,0.3851,2.3821,3.2956,1.3485,0.8491,0.9318
4.7389,0.2632,2.8674,3.2683,4.446,2.7883,2.9171,-2.9732
0.3313,0.9996,2.266,1.0492,4.0882,6.1181,2.1866,-1.5126
4.548,1.5411,6.2805,6.0937,1.3794,3.6372,4.7968,2.4914
5.266,5.3121,1.7697,3.9212,0.3226,3.1811,2.3702,-2.6734
3.1756,1.2267,3.7328,1.0375,5.8951,2.984,1.5392,1.476
2.9978,2.5228,2.1339,4.9322,4.5827,1.5522,1.6256,0.3081
4.5887,6.0585,3.2727,5.2372,3.6102,2.7744,3.0058,-2.2616
5.5937,1.5903,2.5586,2.6539,4.6467,5.1913,0.4166,-4.0639
0.6231,4.2167,2.8884,3.4813,4.5574,3.8762,5.4426,-4.1397
1.3715,1.0867,5.927,3.0115,0.7446,3.8897,5.8616,1.125
5.1738,3.5254,1.8478,1.2903,0.0795,0.0832,5.3523,0.408
4.5592,0.9976,2.3886,1.1222,1.604,3.1754,6.0136,-0.298
0.4412,3.3289,3.7894,1.0428,1.4143,3.6476,0.6398,-1.0518
5.7594,3.2704,4.0648,6.0092,0.9872,4.112,3.4148,0.6952
1.3343,3.8405,2.7835,5.5748,6.0369,6.2634,1.3955,-0.4369
2.8778,1.6066,4.4204,4.1106,4.5514,3.6935,1.3512,-1.0999
2.6343,2.036,3.1595,0.8565,3.5732,0.453,4.8971,2.3636
4.3141,4.1993,1.979,0.279,3.2036,4.5056,3.2945,-1.5872
4.7593,4.8365,5.4736,4.704,4.5838,5.6102,4.4562,-1.47
2.4919,4.9388,3.263,0.97,1.4815,5.899,5.5552,0.3997
4.4646,1.2291,1.679,5.8494,3.2985,3.2194,5.819,-1.0714
0.1856,5.1697,2.2878,5.9102,5.8994,5.6843,3.9346,-1.2782
3.9766,3.9664,0.269,3.898,5.1361,4.2206,1.922,-2.6366
4.986,2.798,3.6346,4.682,4.5171,5.3572,4.8389,-2.1195
5.1786,1.7243,3.4125,2.6032,0.8184,0.3865,3.4,0.7885
1.4308,4.8159,1.7551,0.4348,1.1754,0.7818,4.1693,3.2795
4.1076,6.0252,0.0061,2.0366,0.2324,4.0155,4.153,1.7054
5.9835,3.082,5.7557,5.1827,4.5481,3.6326,1.014,-1.3535
1.0498,3.8802,4.6973,6.0702,1.5581,1.0642,3.9631,2.5905
0.6888,4.065,3.5413,5.8554,0.6215,1.1835,5.7998,1.2443
5.6884,3.9746,5.8376,4.1797,2.899,0.6396,2.6359,-1.4227
3.4622,1.9093,3.8193,4.7586,0.303,1.5723,1.436,1.2499
0.4238,2.0731,1.9002,3.7405,2.7781,4.175,2.3703,-1.825
4.0615,2.145,5.8718,0.4736,3.7742,2.3994,3.8346,3.4499
3.317,2.7119,5.1486,0.6128,3.244,0.0146,4.1854,3.8621
3.8026,5.1084,0.2182,5.3887,1.5837,5.1289,4.722,0.8801
3.9211,4.6678,4.0395,3.8304,2.5918,1.4588,3.0998,-0.7862
2.037,0.7445,4.8926,1.6043,5.9433,1.6459,1.7749,2.4804
4.7721,0.4911,2.4282,0.4635,2.7402,5.2038,1.2699,-2.8561
2.3399,5.5609,3.3772,2.0354,1.5367,1.1362,6.169,0.4399
1.6477,4.3846,4.3385,4.0091,2.2455,1.5859,6.0526,-0.7448
5.3147,3.094,1.0059,5.4687,0.8819,6.1298,5.2684,1.5108
3.7391,3.2412,3.2123,3.2706,5.0553,1.9601,6.2072,-0.9647
5.5031,0.6796,3.6831,5.0137,0.7366,4.3492,4.6665,-1.2761
0.3063,4.8485,2.6461,3.6666,3.7843,1.2526,0.6296,-3.675
6.0224,0.3576,0.2416,1.6842,0.0968,0.2642,2.4793,1.9917
3.4313,2.6956,1.5249,1.0289,3.544,0.1212,2.1268,1.6175
3.8903,5.4773,5.3899,2.6176,3.3,5.3042,0.2583,-3.3678
2.928,0.9407,0.7858,3.9956,2.8044,2.5524,5.8858,0.3234
4.2916,3.9514,4.9928,2.8388,0.9602,3.3985,4.079,1.2617
1.7825,3.06,2.4338,1.9295,5.8249,1.2524,1.2638,1.4944
5.6513,1.0884,4.5968,1.4431,4.6247,3.6742,0.512,-2.1013
5.938,2.976,2.2807,3.1538,1.9139,3.5148,1.1395,-3.6773
1.7557,0.0157,3.8927,1.5563,5.6451,2.2578,2.761,1.8718
1.7794,4.8917,0.5924,1.747,1.8222,2.9644,2.5824,0.9514
3.4788,2.5293,5.509,2.7207,0.4909,5.4268,6.2587,1.4688
5.928,3.8156,6.2519,0.0785,4.6715,6.0277,3.9118,1.2405
1.1238,2.2887,1.428,5.9611,1.3051,1.4267,1.4715,3.1608
5.9438,0.3806,0.8016,0.4526,1.9744,3.5345,6.1058,-0.3786
5.1565,4.1577,1.508,3.1839,5.1,4.3647,0.0781,-4.5308
2.5936,6.1557,4.3191,0.9326,4.8972,0.2614,5.145,2.3108
5.5925,5.4786,4.9873,4.5376,4.0726,5.7704,4.2291,-2.6237
1.6992,2.1793,0.893,3.1701,3.637,0.9651,5.3511,0.9788
0.5996,4.8242,1.7132,4.4736,2.4409,0.9656,0.4665,-2.8472
0.4966,5.3822,1.7245,0.8918,2.8861,2.8038,5.9089,-1.785
3.2421,5.9544,5.5644,0.6125,3.5841,4.1266,2.552,-0.0499
0.4008,0.078,2.6961,0.6846,1.1341,5.0609,3.0851,-0.0539
1.5721,5.943,3.2882,2.8629,5.3155,1.57,0.0346,-2.2408
1.4383,1.7636,3.06,0.3007,1.3665,4.9244,3.5215,1.8098
2.2841,4.305,0.6511,0.3629,3.3727,6.1879,1.7652,0.0244
3.8127,3.6786,0.8014,3.1046,1.2895,0.6814,0.5961,0.2768
1.2199,5.6324,1.3915,0.5434,3.1042,4.8081,4.6893,-0.9079
3.3195,0.6393,2.8786,1.0945,3.9353,2.2295,0.6431,-0.4493
0.4039,6.1869,5.6959,0.1491,5.4172,1.7652,5.0429,2.4365
1.8793,5.6457,3.203,1.5652,1.71,3.7064,5.4091,-1.176
0.1122,1.2374,2.691,0.9984,0.383,1.7881,5.6753,1.8082
4.9371,2.601,5.2653,0.4508,0.3678,1.4186,3.5414,4.2704
1.1826,5.5636,4.3458,5.2135,4.0451,4.5972,4.5475,-2.2817
1.8454,4.3387,5.0486,4.5085,3.6058,1.8784,5.7537,0.0737
6.1617,3.6152,2.9048,1.4028,2.2123,4.6261,0.6106,-3.3685
1.5585,1.0338,6.1978,1.0748,2.0915,2.8518,5.2343,3.3578
0.9732,6.2185,3.8572,1.7518,3.797,0.6664,4.8703,-0.1115
2.7196,0.2299,2.0185,6.2009,3.9366,4.1974,1.1496,-2.2777
5.3634,5.799,6.0454,1.6775,0.4577,3.6604,5.9792,-1.1918
3.8066,5.8055,2.7368,1.3254,4.0882,3.4903,0.836,-2.874
5.3284,3.6626,2.7905,5.0188,0.5115,5.5357,5.4355,-1.5001
4.4768,4.3347,2.6847,2.6208,5.9606,1.8843,4.3243,0.5838
5.3393,3.5452,0.1122,4.8338,2.4077,0.5619,4.6638,0.241
4.1086,3.1574,0.9809,1.6804,3.6025,2.4359,3.2038,1.8477
5.5288,3.6442,3.3806,0.6667,2.0253,0.3619,1.3868,-0.1898
0.6367,5.4351,1.8495,0.8889,5.9192,3.0661,2.1431,-0.785
0.8634,4.8276,4.1118,4.0507,0.285,3.5806,0.8085,-2.0167
3.7212,3.83,5.6487,1.9516,6.0008,2.9093,0.897,0.7362
1.5051,3.2248,5.6706,3.8345,3.3341,3.4621,1.2833,-1.3478
0.8771,2.283,3.5142,5.1772,5.0576,5.9451,2.4119,-0.3244
2.6604,3.8036,0.6601,4.2251,3.8747,0.9503,0.1378,-0.0804
1.5339,0.901,0.7993,1.3287,4.5306,0.8174,5.3297,2.6449
3.7122,3.4809,0.1189,0.7431,4.9113,4.2958,2.3248,0.7817
1.8298,3.8465,4.7655,4.904,6.1965,2.0072,5.6213,0.9775
4.5241,4.8078,1.9112,0.9139,2.7862,1.7808,5.8522,-0.7837
0.5355,1.0998,2.0174,0.4045,4.2285,4.6647,6.0103,-1.7076
0.2819,6.2752,5.9863,4.9153,2.2967,3.3659,1.5729,-1.8421
0.0624,4.4641,2.0116,3.8299,3.7627,0.3472,2.7303,-3.5136
3.7712,0.0081,0.6705,2.0806,1.8493,0.4502,3.7591,1.9523
5.2203,3.043,4.2543,3.2412,2.6864,3.7098,3.6588,-1.6459
5.1979,2.7858,5.6711,1.1063,0.3098,6.0388,2.9586,3.1812
5.0573,4.9489,1.9954,3.3055,2.8854,4.4291,1.2143,-5.829
1.5964,4.0694,2.206,2.5978,4.7607,1.9354,1.0332,-0.7535
5.4532,0.3275,3.4497,1.0795,0.4282,2.9439,5.8004,-0.6833
3.6934,0.8661,5.4117,6.0907,1.8886,0.7906,4.3893,3.6789
2.1915,0.5423,1.3589,1.5284,4.064,0.0699,2.4366,1.292
4.3252,5.1488,2.2736,3.0038,1.9801,0.1854,1.5469,-2.3428
5.0268,0.8486,2.9867,2.1643,5.1869,4.1517,4.268,-1.3231
1.3339,1.2232,0.2812,1.8937,2.0883,2.8735,0.106,1.0537
0.2763,0.138,3.4812,1.1985,4.3223,6.1947,4.8879,-0.7899
5.722,3.9771,3.5448,3.471,5.4282,2.8465,4.8176,-2.313
2.0144,2.9892,1.206,2.705,4.4028,0.3503,1.3335,0.2979
3.5,5.4139,3.2725,3.8019,3.7132,3.1064,0.3193,-4.5705
4.0789,3.8394,4.4155,2.4819,0.3721,1.0235,0.497,1.0132
2.6523,0.4541,2.3149,4.3721,1.5489,0.3014,5.1373,1.1402
1.5222,0.0781,3.9784,3.3622,5.0828,2.8501,5.9779,-1.947
1.6207,2.7429,0.9604,3.9207,0.5596,6.2655,2.0385,1.6169
3.0129,2.3944,4.2391,1.4347,0.6152,5.0996,4.7613,2.857
1.0153,1.5718,0.115,5.6032,4.9055,0.8479,3.811,3.7579
6.1449,2.1483,2.9291,0.8338,0.2682,1.4535,3.0592,3.1372
2.3328,5.3292,6.1364,4.6019,0.53,2.4538,0.7191,0.6168
3.3071,2.429,1.7311,0.512,5.0374,1.5824,5.7379,2.9845
2.4548,0.6913,3.2734,2.7188,1.8512,5.2308,1.2002,-1.5767
3.0242,3.5216,0.3603,4.3303,2.0567,5.067,0.7027,-1.2408
5.4916,4.6235,0.5374,2.5851,3.9956,0.2178,5.1054,-1.2202
4.7923,5.006,4.1674,4.3255,1.1964,2.3612,2.9,-1.0819
2.8258,3.1765,3.0335,1.2987,4.8664,6.2638,2.3908,0.7771
2.9822,0.7377,1.6674,5.239,6.17,0.4542,3.2192,2.5058
1.2206,3.4151,5.8358,6.0287,5.2971,3.2212,4.2258,2.7899
6.0128,5.3661,4.124,0.3996,4.1957,4.7889,1.9798,-2.9563
